asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos
AE-3VXL-VU22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2,0,15.92,3.98,0.00,0,0.00
AE-3VXL-VU22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,8,2,15.45,19.32,0.00,0,0.00
B0-BVJJ-KPBN,herbal shampoo,PHRASE,2026-01-15,5,1,32.78,32.78,0.00,0,0.00
CA-AE0J-5F22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2,0,18.71,4.68,0.00,0,0.00
CA-AE0J-5F22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,0,0,17.72,2.22,0.00,0,0.00
CA-AE0J-5F22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,1,17.20,10.75,0.00,0,0.00
CJ-HXDG-X2A4,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,9,1,17.87,8.94,0.00,0,0.00
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,0,16.93,4.23,0.00,0,0.00
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,5,2,16.43,20.53,0.00,0,0.00
CO-WC3X-U97N,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,4,1,13.21,6.60,0.00,0,0.00
CO-WC3X-U97N,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,0,12.51,3.13,0.00,0,0.00
CO-WC3X-U97N,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2,2,12.14,15.18,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,18,2,10.29,14.51,1249.96,5,1.16
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-15,60,0,4.57,0.50,0.00,0,0.00
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-15,469,1,1.44,1.28,0.00,0,0.00
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,107,7,10.94,61.70,353.28,1,17.47
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,310,5,4.66,18.39,631.14,2,2.91
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,10,1,7.18,6.38,0.00,0,0.00
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,1,11.48,5.10,0.00,0,0.00
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,0,0,2.21,0.49,0.00,0,0.00
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2,1,10.56,4.69,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,4314,25,20.62,412.49,1370.01,4,30.11
HD001,naturacare hair,PHRASE,2026-01-15,146,5,13.90,55.61,0.00,0,0.00
HD001,naturacare naturals,PHRASE,2026-01-15,173,5,8.60,38.33,0.00,0,0.00
HD001,naturacare naturals,BROAD,2026-01-15,22,1,27.31,14.90,0.00,0,0.00
HD001,naturacare naturals hair dye,EXACT,2026-01-15,95,33,10.78,290.95,3196.73,7,9.10
HD001,laxmi  natural hair dye,EXACT,2026-01-15,4,4,3.35,10.04,0.00,0,0.00
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,27,9,19.91,139.34,456.68,1,30.51
HD001,natural hair dye,BROAD,2026-01-15,2,2,27.66,55.32,0.00,0,0.00
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,6,1,8.54,8.54,0.00,0,0.00
JI-PN5X-GKO1,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,0,18.23,4.56,0.00,0,0.00
JI-PN5X-GKO1,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,0,0,17.27,2.16,0.00,0,0.00
JI-PN5X-GKO1,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,0,1,16.76,10.48,0.00,0,0.00
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,0,1,1.79,0.77,0.00,0,0.00
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,1,14.58,6.25,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,1,3.99,3.42,0.00,0,0.00
LH-QRXG-BC86,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,5,2,12.50,16.07,0.00,0,0.00
LKN-Gummies01,gummy hair growth,EXACT,2026-01-15,576,1,50.64,50.64,0.00,0,0.00
LKN-Gummies01,naturacare naturals gummies,PHRASE,2026-01-15,406,2,60.17,120.34,0.00,0,0.00
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2775,16,17.57,228.35,1619.81,4,14.10
LKN-HGOIL-200ML,hair growth oil,PHRASE,2026-01-15,47,1,11.01,11.01,0.00,0,0.00
LKN-HGOIL-200ML,hair oil,BROAD,2026-01-15,23,1,9.18,9.18,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-15,27,10,9.16,73.31,991.63,2,7.39
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-15,44,2,17.87,27.61,0.00,0,0.00
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-15,285,5,5.72,25.50,0.00,0,0.00
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-15,1,1,1.78,1.78,521.92,1,0.34
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,9,2,8.94,17.88,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-15,160,2,15.09,26.88,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-15,20,0,47.90,10.45,0.00,0,0.00
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-15,90,2,19.08,38.17,0.00,0,0.00
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,900,9,15.58,108.24,587.15,1,18.43
LKN-Weight-GAIN01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,0,27.67,5.83,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-15,338,5,29.31,130.57,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-15,43,1,93.06,50.76,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-15,23,10,3.32,26.59,587.15,1,4.53
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-15,26,6,3.65,18.23,0.00,0,0.00
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,7,1,16.67,7.02,0.00,0,0.00
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,26,1,8.32,3.50,0.00,0,0.00
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-15,7,2,17.48,34.96,587.15,1,5.95
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-15,954,22,30.95,557.14,3033.60,5,18.37
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-15,84,5,40.83,163.32,0.00,0,0.00
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,668,32,16.81,438.01,3327.13,4,13.16
LKN-Weight-GAIN02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,1,29.86,23.57,0.00,0,0.00
LKN-Weight-GAIN02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,5,2,17.99,28.41,0.00,0,0.00
LKN-Weight-GAIN02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,19,2,8.98,14.17,0.00,0,0.00
MC-Q0EB-BKWT,face wash naturacare,BROAD,2026-01-15,1,1,10.66,10.66,0.00,0,0.00
NC-W1A4-6XI4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,2,1,8.00,8.00,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-15,23,0,43.38,9.46,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-15,176,2,13.66,24.35,0.00,0,0.00
Slim01,belly fat burner,EXACT,2026-01-15,260,0,67.00,16.75,0.00,0,0.00
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,7315,165,14.09,1888.45,18005.73,32,10.49
Slim01,naturacare naturals,BROAD,2026-01-15,10,0,25.38,2.77,114.41,0,2.42
Slim01,naturacare naturals,PHRASE,2026-01-15,76,1,7.99,7.12,472.74,1,1.51
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-15,169,0,32.51,13.00,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-01-15,100,4,15.70,56.52,1370.00,2,4.13
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,4,1,9.63,9.63,0.00,0,0.00
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,96,5,12.76,51.06,0.00,0,0.00
Slim01,weight loss kit,EXACT,2026-01-15,349,1,70.50,52.87,0.00,0,0.00
Slim01,weight loss powder,PHRASE,2026-01-15,10,3,15.42,34.69,0.00,0,0.00
Slim01,weight loss products,PHRASE,2026-01-15,43,1,9.35,7.01,0.00,0,0.00
Slim02,belly fat burner,EXACT,2026-01-15,525,1,70.50,52.87,0.00,0,0.00
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,9275,202,20.88,3424.18,29818.91,30,11.48
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,38,1,32.78,32.78,0.00,0,0.00
Slim02,naturacare naturals,BROAD,2026-01-15,18,1,74.28,32.41,0.00,0,0.00
Slim02,naturacare naturals,PHRASE,2026-01-15,140,4,23.40,83.38,0.00,0,0.00
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-15,239,2,33.61,53.77,1303.45,1,4.13
Slim02,naturacare weight loss powder,BROAD,2026-01-15,53,3,14.11,33.87,1820.10,2,1.86
Slim02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,25,1,14.75,14.75,0.00,0,0.00
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,3261,49,28.33,1133.26,3123.55,4,36.28
Slim02,weight loss kit,EXACT,2026-01-15,705,3,74.18,166.90,0.00,0,0.00
Slim02,weight loss powder,PHRASE,2026-01-15,13,1,21.13,15.85,0.00,0,0.00
Slim02,weight loss products,PHRASE,2026-01-15,57,0,12.82,3.21,0.00,0,0.00
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,1,1.42,0.61,0.00,0,0.00
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,5,1,11.61,4.97,0.00,0,0.00
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,3,1,3.18,2.72,0.00,0,0.00
sunscreendrops50ml,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,19,2,9.95,12.79,0.00,0,0.00
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,37,1,14.34,12.75,0.00,0,0.00
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,4,1,22.92,10.19,0.00,0,0.00
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,0,4.42,0.98,0.00,0,0.00
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,6,1,21.09,9.37,0.00,0,0.00
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,26,1,8.22,7.31,0.00,0,0.00
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,3,1,13.14,5.84,0.00,0,0.00
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,0,0,2.53,0.56,0.00,0,0.00
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,4,1,12.09,5.37,0.00,0,0.00
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,38,1,2.88,1.28,2862.59,7,0.04
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,4,0,4.60,1.02,0.00,0,0.00
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,1,0,0.89,0.10,0.00,0,0.00
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-15,6,0,4.24,0.94,0.00,0,0.00
07-IRQL-T5BS,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,1,3.13,1.57,0.00,0,0.00
07-IRQL-T5BS,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,1,22.79,11.39,580.61,1,1.96
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,7,1,11.03,8.17,0.00,0,0.00
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,54,1,12.57,9.31,0.00,0,0.00
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,14,3,12.26,24.98,0.00,0,0.00
09-NY8V-51DZ,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,25,2,12.30,18.23,0.00,0,0.00
2V-LWYR-38TF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,6,0,13.61,3.40,0.00,0,0.00
2V-LWYR-38TF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,4,0,9.25,2.31,0.00,0,0.00
2V-LWYR-38TF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,150,0,17.53,4.38,0.00,0,0.00
2V-LWYR-38TF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,0,9.59,2.40,0.00,0,0.00
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,136,3,8.58,18.55,299.01,1,6.20
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-16,1071,9,19.39,135.73,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-16,625,14,14.40,165.37,1201.65,2,13.76
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-16,28,1,25.60,13.17,0.00,0,0.00
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,214,15,15.05,184.39,1857.31,4,9.93
54-N90S-Z2EK,nalangu maavu,EXACT,2026-01-16,171,15,23.48,281.75,1033.31,1,27.27
54-N90S-Z2EK,nalangu maavu,BROAD,2026-01-16,341,26,13.18,276.75,2583.27,5,10.71
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,732,20,7.92,131.34,455.09,1,28.86
6A-X1F7-F5Q6,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,2,15.86,31.72,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-16,36,1,28.59,12.25,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-16,792,12,16.08,153.91,0.00,0,0.00
6A-X1F7-F5Q6,naturacare saffron night gel,PHRASE,2026-01-16,4,1,4.67,4.67,0.00,0,0.00
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-16,17,1,21.48,21.48,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-16,521,1,21.07,20.16,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-16,24,0,37.46,1.61,0.00,0,0.00
abcmalt-200g,abc malt powder,EXACT,2026-01-16,705,15,18.14,217.68,0.00,0,0.00
abcmalt-200g,abc milk mix powder,PHRASE,2026-01-16,284,2,17.26,34.52,0.00,0,0.00
abcmalt-200g,abc mix powder,PHRASE,2026-01-16,446,2,18.08,36.15,0.00,0,0.00
abcmalt-200g,abc mix powder,EXACT,2026-01-16,1157,4,32.94,98.82,0.00,0,0.00
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,300,4,10.44,31.33,585.84,1,5.35
abcmalt-200g,naturacare naturals,PHRASE,2026-01-16,339,7,16.26,93.37,0.00,0,0.00
abcmalt-200g,naturacare naturals,BROAD,2026-01-16,15,0,28.91,7.43,0.00,0,0.00
abcmalt-200g,naturacare naturals abc malt,EXACT,2026-01-16,501,4,33.24,99.72,1270.84,2,7.85
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,1,9.40,9.40,0.00,0,0.00
abcmalt-200g,malt powder,PHRASE,2026-01-16,266,16,16.31,211.98,1112.96,2,19.05
AE-3VXL-VU22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,14,1,16.27,13.02,0.00,0,0.00
AE-3VXL-VU22,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,0,16.20,3.24,0.00,0,0.00
AE-3VXL-VU22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,0,1.68,0.34,0.00,0,0.00
AE-3VXL-VU22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,92,2,19.37,34.86,0.00,0,0.00
B0-BVJJ-KPBN,anti hair fall shampoo,PHRASE,2026-01-16,11,1,38.48,38.48,0.00,0,0.00
B0-BVJJ-KPBN,ayurvedic shampoo,PHRASE,2026-01-16,199,2,26.52,53.03,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-16,14,0,43.16,9.25,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-16,304,6,24.27,116.16,0.00,0,0.00
B0-BVJJ-KPBN,shampoo,PHRASE,2026-01-16,4,1,19.13,19.13,0.00,0,0.00
CA-AE0J-5F22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,7,0,13.01,3.47,0.00,0,0.00
CA-AE0J-5F22,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,0,12.95,0.86,0.00,0,0.00
CA-AE0J-5F22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,0,1.35,0.09,0.00,0,0.00
CA-AE0J-5F22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,44,1,15.48,9.29,0.00,0,0.00
CJ-HXDG-X2A4,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,10,3,13.87,33.28,228.32,1,14.58
CJ-HXDG-X2A4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,1,13.80,8.28,0.00,0,0.00
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,1,1.44,0.86,0.00,0,0.00
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,64,7,16.50,89.11,0.00,0,0.00
CO-WC3X-U97N,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,1,9.92,5.29,0.00,0,0.00
CO-WC3X-U97N,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,0,0,9.87,1.32,0.00,0,0.00
CO-WC3X-U97N,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,0,0,1.03,0.14,0.00,0,0.00
CO-WC3X-U97N,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,11,1,11.80,14.16,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,89,1,4.40,3.69,85.90,0,4.29
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-16,767,9,20.24,155.02,694.12,2,22.33
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-16,35,0,36.00,12.34,0.00,0,0.00
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,141,6,7.72,36.64,533.59,2,6.87
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,482,8,4.07,26.10,130.75,0,19.96
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,3,0,12.25,3.63,0.00,0,0.00
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,25,0,13.96,4.14,0.00,0,0.00
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,6,1,13.62,11.10,0.00,0,0.00
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,11,1,13.66,8.10,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,3384,32,24.77,644.00,1324.35,4,48.63
HD001,henna hair dye,BROAD,2026-01-16,14,1,18.03,18.03,0.00,0,0.00
HD001,naturacare hair,PHRASE,2026-01-16,30,6,10.11,50.57,0.00,0,0.00
HD001,naturacare natural hair dye black,EXACT,2026-01-16,111,4,2.85,8.54,913.35,2,0.93
HD001,naturacare naturals,BROAD,2026-01-16,9,0,16.48,4.94,0.00,0,0.00
HD001,naturacare naturals,PHRASE,2026-01-16,193,8,9.27,62.09,456.68,1,13.60
HD001,naturacare naturals hair dye,EXACT,2026-01-16,135,33,9.73,262.72,5845.42,11,4.49
HD001,laxmi  natural hair dye,EXACT,2026-01-16,14,2,8.43,16.86,0.00,0,0.00
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,20,9,10.87,76.08,913.32,1,8.33
HD001,natural hair dye,BROAD,2026-01-16,53,2,20.43,40.85,0.00,0,0.00
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,2,7.73,15.47,913.35,1,1.69
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,5,1,16.22,8.11,0.00,0,0.00
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,3,1,11.03,5.51,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,111,1,20.89,10.45,0.00,0,0.00
LH-QRXG-BC86,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,1,11.43,5.71,0.00,0,0.00
LKN-AS-02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,0,1,0.43,0.22,0.00,0,0.00
LKN-AS-02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,0,1,3.13,1.57,0.00,0,0.00
LKN-Gummies01,gummy hair growth,EXACT,2026-01-16,358,1,50.01,50.01,0.00,0,0.00
LKN-Gummies01,naturacare biotin hair gummies,PHRASE,2026-01-16,7,2,9.89,19.78,0.00,0,0.00
LKN-Gummies01,naturacare gummies,EXACT,2026-01-16,10,4,20.42,61.27,0.00,0,0.00
LKN-Gummies01,naturacare hair gummies,PHRASE,2026-01-16,9,1,17.08,17.08,0.00,0,0.00
LKN-Gummies01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2,2,21.01,42.02,0.00,0,0.00
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,2469,17,29.02,406.31,1741.82,4,23.33
LKN-HGOIL-200ML,ayurvedic oil,BROAD,2026-01-16,5,1,28.37,28.37,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-16,245,5,8.88,35.52,521.92,1,6.81
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-16,403,5,21.00,80.40,0.00,0,0.00
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-16,42,1,20.66,24.20,0.00,0,0.00
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-16,1,1,1.96,1.96,521.92,1,0.38
LKN-HGOIL-200ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,10,1,9.51,9.51,516.65,1,1.84
LKN-Redensyl serum,naturacare naturals,PHRASE,2026-01-16,300,2,26.92,51.53,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals,BROAD,2026-01-16,14,0,47.86,4.10,0.00,0,0.00
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-16,4,2,14.59,29.18,1043.80,1,2.80
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,537,8,14.60,89.90,587.15,1,15.31
LKN-Weight-GAIN01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,33,3,11.02,26.09,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-16,15,0,39.05,8.37,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-16,336,6,21.96,105.11,685.00,1,15.34
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-16,21,11,2.47,22.19,0.00,0,0.00
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-16,6,5,2.60,10.38,587.15,1,1.77
LKN-Weight-GAIN01,laxmi  weight gain powder,EXACT,2026-01-16,4,1,4.21,4.21,0.00,0,0.00
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,1,9.57,4.53,0.00,0,0.00
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-16,33,9,29.16,204.14,587.15,1,34.77
LKN-Weight-GAIN01,weight gainer,EXACT,2026-01-16,15,1,40.89,40.89,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-16,129,4,44.30,132.90,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-16,1191,21,34.96,594.36,1755.57,4,33.86
LKN-Weight-GAIN01,weight gain powder naturacare,EXACT,2026-01-16,1,1,4.96,4.96,0.00,0,0.00
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,595,8,18.88,129.18,2218.08,2,5.82
LKN-Weight-GAIN02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,37,3,14.25,37.49,0.00,0,0.00
LKN-Weight-GAIN02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,1,1,12.37,6.51,0.00,0,0.00
MC-Q0EB-BKWT,face wash naturacare,BROAD,2026-01-16,20,2,7.74,15.48,0.00,0,0.00
MC-Q0EB-BKWT,naturacare,BROAD,2026-01-16,1,1,1.78,1.78,0.00,0,0.00
MC-Q0EB-BKWT,vitamin c,BROAD,2026-01-16,1,1,13.34,13.34,0.00,0,0.00
MC-Q0EB-BKWT,vitamin c face wash,BROAD,2026-01-16,6,1,20.93,20.93,0.00,0,0.00
NC-W1A4-6XI4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,16,4,13.80,44.17,0.00,0,0.00
NC-W1A4-6XI4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-16,0,1,1.83,1.46,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-16,17,0,29.22,2.50,0.00,0,0.00
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-16,380,2,16.43,31.46,0.00,0,0.00
Slim01,belly fat burner,EXACT,2026-01-16,451,1,73.20,36.60,0.00,0,0.00
